point,coordinates,hour,count
P132,"-0.16533,-78.44766",14,1
P132,"-0.16533,-78.44766",20,1
P132,"-0.16533,-78.44766",23,1
P133,"-0.1638468,-78.4479204",1,1
P133,"-0.1638468,-78.4479204",7,1
P133,"-0.1638468,-78.4479204",8,2
P133,"-0.1638468,-78.4479204",10,1
P133,"-0.1638468,-78.4479204",13,1
P133,"-0.1638468,-78.4479204",16,1
P133,"-0.1638468,-78.4479204",17,1
P134,"-0.16262,-78.44794",2,1
P134,"-0.16262,-78.44794",8,4
P134,"-0.16262,-78.44794",10,3
P134,"-0.16262,-78.44794",13,1
P134,"-0.16262,-78.44794",16,2
P134,"-0.16262,-78.44794",17,2
P134,"-0.16262,-78.44794",18,1
P134,"-0.16262,-78.44794",21,1
P135,"-0.16106,-78.44722",2,2
P135,"-0.16106,-78.44722",8,4
P135,"-0.16106,-78.44722",9,1
P135,"-0.16106,-78.44722",10,3
P135,"-0.16106,-78.44722",11,1
P135,"-0.16106,-78.44722",12,1
P135,"-0.16106,-78.44722",16,2
P135,"-0.16106,-78.44722",17,2
P135,"-0.16106,-78.44722",18,1
P135,"-0.16106,-78.44722",19,1
P135,"-0.16106,-78.44722",21,1
P136,"-0.1604035,-78.4468269",2,2
P136,"-0.1604035,-78.4468269",8,4
P136,"-0.1604035,-78.4468269",9,1
P136,"-0.1604035,-78.4468269",10,2
P136,"-0.1604035,-78.4468269",11,1
P136,"-0.1604035,-78.4468269",12,1
P136,"-0.1604035,-78.4468269",16,1
P136,"-0.1604035,-78.4468269",17,1
P136,"-0.1604035,-78.4468269",18,2
P136,"-0.1604035,-78.4468269",19,1
P136,"-0.1604035,-78.4468269",21,1
P137,"-0.15934,-78.44639",0,1
P137,"-0.15934,-78.44639",2,1
P137,"-0.15934,-78.44639",4,1
P137,"-0.15934,-78.44639",6,1
P137,"-0.15934,-78.44639",7,1
P137,"-0.15934,-78.44639",8,2
P137,"-0.15934,-78.44639",9,1
P137,"-0.15934,-78.44639",11,3
P137,"-0.15934,-78.44639",12,3
P137,"-0.15934,-78.44639",14,2
P137,"-0.15934,-78.44639",16,1
P137,"-0.15934,-78.44639",17,1
P137,"-0.15934,-78.44639",18,2
P137,"-0.15934,-78.44639",19,2
P137,"-0.15934,-78.44639",20,2
P137,"-0.15934,-78.44639",21,1
P138,"-0.15785,-78.44635",0,1
P138,"-0.15785,-78.44635",4,1
P138,"-0.15785,-78.44635",6,1
P138,"-0.15785,-78.44635",10,2
P138,"-0.15785,-78.44635",11,2
P138,"-0.15785,-78.44635",12,2
P138,"-0.15785,-78.44635",14,2
P138,"-0.15785,-78.44635",16,1
P138,"-0.15785,-78.44635",17,1
P138,"-0.15785,-78.44635",18,2
P138,"-0.15785,-78.44635",19,1
P138,"-0.15785,-78.44635",20,2
P138,"-0.15785,-78.44635",21,1
P139,"-0.1568174,-78.4463454",4,1
P139,"-0.1568174,-78.4463454",6,1
P139,"-0.1568174,-78.4463454",10,2
P139,"-0.1568174,-78.4463454",11,2
P139,"-0.1568174,-78.4463454",12,2
P139,"-0.1568174,-78.4463454",14,2
P139,"-0.1568174,-78.4463454",16,1
P139,"-0.1568174,-78.4463454",17,2
P139,"-0.1568174,-78.4463454",18,1
P139,"-0.1568174,-78.4463454",19,1
P139,"-0.1568174,-78.4463454",20,2
P139,"-0.1568174,-78.4463454",21,1
P140,"-0.15576,-78.44634",10,2
P140,"-0.15576,-78.44634",17,1
P141,"-0.15338,-78.44721",18,1
P143,"-0.15231,-78.44973",14,1
P144,"-0.1519184,-78.4515052",5,1
P144,"-0.1519184,-78.4515052",8,1
P144,"-0.1519184,-78.4515052",13,1
P144,"-0.1519184,-78.4515052",14,1
P145,"-0.1504914,-78.4521661",0,1
P145,"-0.1504914,-78.4521661",1,4
P145,"-0.1504914,-78.4521661",2,3
P145,"-0.1504914,-78.4521661",3,3
P145,"-0.1504914,-78.4521661",4,1
P145,"-0.1504914,-78.4521661",5,4
P145,"-0.1504914,-78.4521661",6,7
P145,"-0.1504914,-78.4521661",7,13
P145,"-0.1504914,-78.4521661",8,6
P145,"-0.1504914,-78.4521661",9,7
P145,"-0.1504914,-78.4521661",10,6
P145,"-0.1504914,-78.4521661",11,3
P145,"-0.1504914,-78.4521661",12,2
P145,"-0.1504914,-78.4521661",13,9
P145,"-0.1504914,-78.4521661",14,3
P145,"-0.1504914,-78.4521661",15,6
P145,"-0.1504914,-78.4521661",16,5
P145,"-0.1504914,-78.4521661",17,5
P145,"-0.1504914,-78.4521661",18,4
P145,"-0.1504914,-78.4521661",19,3
P145,"-0.1504914,-78.4521661",20,3
P145,"-0.1504914,-78.4521661",21,2
P145,"-0.1504914,-78.4521661",22,2
P145,"-0.1504914,-78.4521661",23,2
P146,"-0.1498036,-78.4506823",0,1
P146,"-0.1498036,-78.4506823",5,2
P146,"-0.1498036,-78.4506823",13,1
P146,"-0.1498036,-78.4506823",18,1
P146,"-0.1498036,-78.4506823",23,1
P147,"-0.14874,-78.44897",0,1
P147,"-0.14874,-78.44897",5,1
P147,"-0.14874,-78.44897",9,1
P147,"-0.14874,-78.44897",13,1
P147,"-0.14874,-78.44897",15,1
P147,"-0.14874,-78.44897",17,1
P147,"-0.14874,-78.44897",18,1
P148,"-0.1480158,-78.4484159",0,1
P148,"-0.1480158,-78.4484159",5,1
P148,"-0.1480158,-78.4484159",9,1
P148,"-0.1480158,-78.4484159",13,1
P148,"-0.1480158,-78.4484159",15,1
P148,"-0.1480158,-78.4484159",17,1
P148,"-0.1480158,-78.4484159",18,1
P149,"-0.1476207,-78.447486",8,1
P149,"-0.1476207,-78.447486",9,2
P149,"-0.1476207,-78.447486",13,1
P149,"-0.1476207,-78.447486",15,1
P149,"-0.1476207,-78.447486",17,3
P149,"-0.1476207,-78.447486",18,1
P150,"-0.14697,-78.44616",8,2
P150,"-0.14697,-78.44616",9,2
P150,"-0.14697,-78.44616",13,1
P150,"-0.14697,-78.44616",17,3
P151,"-0.14553,-78.44521",8,2
P151,"-0.14553,-78.44521",17,1
P152,"-0.1446546,-78.4440756",12,1
P152,"-0.1446546,-78.4440756",13,1
P153,"-0.14261,-78.44339",0,3
P153,"-0.14261,-78.44339",1,1
P153,"-0.14261,-78.44339",2,2
P153,"-0.14261,-78.44339",3,1
P153,"-0.14261,-78.44339",4,3
P153,"-0.14261,-78.44339",6,4
P153,"-0.14261,-78.44339",7,15
P153,"-0.14261,-78.44339",8,6
P153,"-0.14261,-78.44339",9,2
P153,"-0.14261,-78.44339",11,3
P153,"-0.14261,-78.44339",12,2
P153,"-0.14261,-78.44339",13,1
P153,"-0.14261,-78.44339",14,2
P153,"-0.14261,-78.44339",15,9
P153,"-0.14261,-78.44339",16,5
P153,"-0.14261,-78.44339",17,2
P153,"-0.14261,-78.44339",18,6
P153,"-0.14261,-78.44339",19,3
P153,"-0.14261,-78.44339",20,5
P153,"-0.14261,-78.44339",21,3
P153,"-0.14261,-78.44339",23,5
P154,"-0.14092,-78.4442",0,3
P154,"-0.14092,-78.4442",1,1
P154,"-0.14092,-78.4442",2,2
P154,"-0.14092,-78.4442",3,1
P154,"-0.14092,-78.4442",4,3
P154,"-0.14092,-78.4442",5,1
P154,"-0.14092,-78.4442",6,5
P154,"-0.14092,-78.4442",7,15
P154,"-0.14092,-78.4442",8,6
P154,"-0.14092,-78.4442",9,2
P154,"-0.14092,-78.4442",11,3
P154,"-0.14092,-78.4442",12,1
P154,"-0.14092,-78.4442",14,2
P154,"-0.14092,-78.4442",15,8
P154,"-0.14092,-78.4442",16,5
P154,"-0.14092,-78.4442",17,2
P154,"-0.14092,-78.4442",18,6
P154,"-0.14092,-78.4442",19,3
P154,"-0.14092,-78.4442",20,5
P154,"-0.14092,-78.4442",21,3
P154,"-0.14092,-78.4442",23,5
P155,"-0.1404484,-78.4446632",5,1
P155,"-0.1404484,-78.4446632",6,1
P155,"-0.1404484,-78.4446632",8,2
P155,"-0.1404484,-78.4446632",15,2
P155,"-0.1404484,-78.4446632",16,1
P155,"-0.1404484,-78.4446632",19,1
P155,"-0.1404484,-78.4446632",20,1
P156,"-0.13996,-78.44524",5,1
P156,"-0.13996,-78.44524",6,1
P156,"-0.13996,-78.44524",20,1
P157,"-0.13899,-78.4465",5,1
P157,"-0.13899,-78.4465",6,1
P157,"-0.13899,-78.4465",20,1
P158,"-0.13719,-78.44722",6,1
P158,"-0.13719,-78.44722",18,1
P159,"-0.136036,-78.4473868",6,1
P159,"-0.136036,-78.4473868",18,1
P160,"-0.13397,-78.44769",18,1
P161,"-0.13116,-78.4481",2,1
P161,"-0.13116,-78.4481",7,2
P161,"-0.13116,-78.4481",8,2
P161,"-0.13116,-78.4481",9,1
P161,"-0.13116,-78.4481",13,1
P161,"-0.13116,-78.4481",20,2
P161,"-0.13116,-78.4481",23,2
P162,"-0.1296348,-78.448287",2,1
P162,"-0.1296348,-78.448287",5,1
P162,"-0.1296348,-78.448287",7,2
P162,"-0.1296348,-78.448287",8,2
P162,"-0.1296348,-78.448287",9,1
P162,"-0.1296348,-78.448287",13,1
P162,"-0.1296348,-78.448287",15,1
P162,"-0.1296348,-78.448287",17,1
P162,"-0.1296348,-78.448287",20,2
P162,"-0.1296348,-78.448287",23,2
P163,"-0.12791,-78.44828",0,1
P163,"-0.12791,-78.44828",5,1
P163,"-0.12791,-78.44828",8,1
P163,"-0.12791,-78.44828",15,1
P163,"-0.12791,-78.44828",17,2
P163,"-0.12791,-78.44828",18,1
P163,"-0.12791,-78.44828",20,1
P164,"-0.1236165,-78.447689",10,1
P165,"-0.11995,-78.44917",3,1
P165,"-0.11995,-78.44917",6,1
P165,"-0.11995,-78.44917",14,1
P165,"-0.11995,-78.44917",16,1
P165,"-0.11995,-78.44917",21,2
P166,"-0.1184042,-78.4508825",3,1
P166,"-0.1184042,-78.4508825",7,1
P166,"-0.1184042,-78.4508825",21,1
P167,"-0.1164,-78.45327",7,1
P167,"-0.1164,-78.45327",11,1
P167,"-0.1164,-78.45327",13,1
P167,"-0.1164,-78.45327",17,1
P167,"-0.1164,-78.45327",23,1
P168,"-0.11451,-78.45562",1,1
P168,"-0.11451,-78.45562",17,1
P169,"-0.11325,-78.45675",1,1
P170,"-0.1118426,-78.4573579",0,1
P170,"-0.1118426,-78.4573579",2,1
P170,"-0.1118426,-78.4573579",5,1
P170,"-0.1118426,-78.4573579",9,1
P170,"-0.1118426,-78.4573579",11,1
P170,"-0.1118426,-78.4573579",17,1
P170,"-0.1118426,-78.4573579",18,1
P170,"-0.1118426,-78.4573579",19,1
P171,"-0.1102504,-78.4579986",0,4
P171,"-0.1102504,-78.4579986",1,2
P171,"-0.1102504,-78.4579986",2,3
P171,"-0.1102504,-78.4579986",3,2
P171,"-0.1102504,-78.4579986",5,3
P171,"-0.1102504,-78.4579986",6,3
P171,"-0.1102504,-78.4579986",7,6
P171,"-0.1102504,-78.4579986",8,2
P171,"-0.1102504,-78.4579986",9,4
P171,"-0.1102504,-78.4579986",10,2
P171,"-0.1102504,-78.4579986",11,5
P171,"-0.1102504,-78.4579986",12,5
P171,"-0.1102504,-78.4579986",13,2
P171,"-0.1102504,-78.4579986",14,4
P171,"-0.1102504,-78.4579986",15,3
P171,"-0.1102504,-78.4579986",16,5
P171,"-0.1102504,-78.4579986",17,8
P171,"-0.1102504,-78.4579986",18,5
P171,"-0.1102504,-78.4579986",19,9
P171,"-0.1102504,-78.4579986",20,5
P171,"-0.1102504,-78.4579986",21,2
P171,"-0.1102504,-78.4579986",22,3
P171,"-0.1102504,-78.4579986",23,5
P172,"-0.10903,-78.45806",0,4
P172,"-0.10903,-78.45806",1,2
P172,"-0.10903,-78.45806",2,3
P172,"-0.10903,-78.45806",3,2
P172,"-0.10903,-78.45806",4,1
P172,"-0.10903,-78.45806",5,3
P172,"-0.10903,-78.45806",6,3
P172,"-0.10903,-78.45806",7,6
P172,"-0.10903,-78.45806",8,2
P172,"-0.10903,-78.45806",9,3
P172,"-0.10903,-78.45806",10,3
P172,"-0.10903,-78.45806",11,5
P172,"-0.10903,-78.45806",12,5
P172,"-0.10903,-78.45806",13,3
P172,"-0.10903,-78.45806",14,4
P172,"-0.10903,-78.45806",15,3
P172,"-0.10903,-78.45806",16,5
P172,"-0.10903,-78.45806",17,7
P172,"-0.10903,-78.45806",18,4
P172,"-0.10903,-78.45806",19,9
P172,"-0.10903,-78.45806",20,6
P172,"-0.10903,-78.45806",21,2
P172,"-0.10903,-78.45806",22,3
P172,"-0.10903,-78.45806",23,5
P173,"-0.10953,-78.45877",0,4
P173,"-0.10953,-78.45877",1,2
P173,"-0.10953,-78.45877",2,3
P173,"-0.10953,-78.45877",3,2
P173,"-0.10953,-78.45877",4,1
P173,"-0.10953,-78.45877",5,4
P173,"-0.10953,-78.45877",6,3
P173,"-0.10953,-78.45877",7,6
P173,"-0.10953,-78.45877",8,2
P173,"-0.10953,-78.45877",9,3
P173,"-0.10953,-78.45877",10,2
P173,"-0.10953,-78.45877",11,6
P173,"-0.10953,-78.45877",12,5
P173,"-0.10953,-78.45877",13,3
P173,"-0.10953,-78.45877",14,4
P173,"-0.10953,-78.45877",15,3
P173,"-0.10953,-78.45877",16,5
P173,"-0.10953,-78.45877",17,7
P173,"-0.10953,-78.45877",18,4
P173,"-0.10953,-78.45877",19,9
P173,"-0.10953,-78.45877",20,6
P173,"-0.10953,-78.45877",21,3
P173,"-0.10953,-78.45877",22,3
P173,"-0.10953,-78.45877",23,5
P174,"-0.1103228,-78.458189",0,4
P174,"-0.1103228,-78.458189",1,2
P174,"-0.1103228,-78.458189",2,3
P174,"-0.1103228,-78.458189",3,2
P174,"-0.1103228,-78.458189",5,3
P174,"-0.1103228,-78.458189",6,3
P174,"-0.1103228,-78.458189",7,6
P174,"-0.1103228,-78.458189",8,2
P174,"-0.1103228,-78.458189",9,4
P174,"-0.1103228,-78.458189",10,2
P174,"-0.1103228,-78.458189",11,5
P174,"-0.1103228,-78.458189",12,5
P174,"-0.1103228,-78.458189",13,2
P174,"-0.1103228,-78.458189",14,4
P174,"-0.1103228,-78.458189",15,4
P174,"-0.1103228,-78.458189",16,5
P174,"-0.1103228,-78.458189",17,8
P174,"-0.1103228,-78.458189",18,5
P174,"-0.1103228,-78.458189",19,9
P174,"-0.1103228,-78.458189",20,6
P174,"-0.1103228,-78.458189",21,2
P174,"-0.1103228,-78.458189",22,3
P174,"-0.1103228,-78.458189",23,5
P175,"-0.1119342,-78.4574937",0,1
P175,"-0.1119342,-78.4574937",2,1
P175,"-0.1119342,-78.4574937",5,1
P175,"-0.1119342,-78.4574937",9,1
P175,"-0.1119342,-78.4574937",11,1
P175,"-0.1119342,-78.4574937",17,1
P175,"-0.1119342,-78.4574937",18,1
P175,"-0.1119342,-78.4574937",19,1
P176,"-0.11529,-78.45485",13,1
P176,"-0.11529,-78.45485",17,1
P177,"-0.1174005,-78.4522161",7,2
P177,"-0.1174005,-78.4522161",11,1
P177,"-0.1174005,-78.4522161",21,1
P177,"-0.1174005,-78.4522161",23,1
P178,"-0.1185014,-78.4509683",3,1
P178,"-0.1185014,-78.4509683",7,1
P178,"-0.1185014,-78.4509683",21,1
P179,"-0.1214,-78.44807",6,1
P179,"-0.1214,-78.44807",10,1
P179,"-0.1214,-78.44807",14,1
P179,"-0.1214,-78.44807",16,1
P179,"-0.1214,-78.44807",21,3
P180,"-0.1236175,-78.4477997",10,1
P181,"-0.12517,-78.44801",17,2
P181,"-0.12517,-78.44801",23,1
P182,"-0.126495,-78.448173",0,1
P182,"-0.126495,-78.448173",17,2
P182,"-0.126495,-78.448173",18,1
P182,"-0.126495,-78.448173",20,1
P182,"-0.126495,-78.448173",23,1
P183,"-0.1296643,-78.4484318",2,1
P183,"-0.1296643,-78.4484318",5,1
P183,"-0.1296643,-78.4484318",7,2
P183,"-0.1296643,-78.4484318",8,2
P183,"-0.1296643,-78.4484318",9,1
P183,"-0.1296643,-78.4484318",13,1
P183,"-0.1296643,-78.4484318",15,1
P183,"-0.1296643,-78.4484318",17,1
P183,"-0.1296643,-78.4484318",20,2
P183,"-0.1296643,-78.4484318",23,2
P184,"-0.13251,-78.44811",2,1
P184,"-0.13251,-78.44811",7,1
P184,"-0.13251,-78.44811",8,1
P184,"-0.13251,-78.44811",13,1
P185,"-0.1351047,-78.4476464",18,1
P186,"-0.1367,-78.44745",6,1
P186,"-0.1367,-78.44745",18,1
P187,"-0.13834,-78.44709",6,1
P187,"-0.13834,-78.44709",20,1
P188,"-0.1396184,-78.4459827",5,1
P188,"-0.1396184,-78.4459827",6,1
P188,"-0.1396184,-78.4459827",20,1
P189,"-0.1405557,-78.4447812",5,1
P189,"-0.1405557,-78.4447812",6,1
P189,"-0.1405557,-78.4447812",8,2
P189,"-0.1405557,-78.4447812",15,2
P189,"-0.1405557,-78.4447812",16,1
P189,"-0.1405557,-78.4447812",19,1
P189,"-0.1405557,-78.4447812",20,1
P190,"-0.14168,-78.44374",0,3
P190,"-0.14168,-78.44374",1,1
P190,"-0.14168,-78.44374",2,2
P190,"-0.14168,-78.44374",3,1
P190,"-0.14168,-78.44374",4,3
P190,"-0.14168,-78.44374",6,4
P190,"-0.14168,-78.44374",7,15
P190,"-0.14168,-78.44374",8,6
P190,"-0.14168,-78.44374",9,2
P190,"-0.14168,-78.44374",11,3
P190,"-0.14168,-78.44374",12,2
P190,"-0.14168,-78.44374",14,2
P190,"-0.14168,-78.44374",15,9
P190,"-0.14168,-78.44374",16,5
P190,"-0.14168,-78.44374",17,2
P190,"-0.14168,-78.44374",18,6
P190,"-0.14168,-78.44374",19,3
P190,"-0.14168,-78.44374",20,5
P190,"-0.14168,-78.44374",21,3
P190,"-0.14168,-78.44374",23,5
P191,"-0.14354,-78.44382",0,3
P191,"-0.14354,-78.44382",1,1
P191,"-0.14354,-78.44382",2,2
P191,"-0.14354,-78.44382",3,1
P191,"-0.14354,-78.44382",4,3
P191,"-0.14354,-78.44382",6,3
P191,"-0.14354,-78.44382",7,13
P191,"-0.14354,-78.44382",8,3
P191,"-0.14354,-78.44382",9,2
P191,"-0.14354,-78.44382",11,3
P191,"-0.14354,-78.44382",12,2
P191,"-0.14354,-78.44382",13,1
P191,"-0.14354,-78.44382",14,2
P191,"-0.14354,-78.44382",15,7
P191,"-0.14354,-78.44382",16,4
P191,"-0.14354,-78.44382",17,2
P191,"-0.14354,-78.44382",18,6
P191,"-0.14354,-78.44382",19,2
P191,"-0.14354,-78.44382",20,5
P191,"-0.14354,-78.44382",21,3
P191,"-0.14354,-78.44382",23,5
P192,"-0.1445996,-78.4441976",12,1
P192,"-0.1445996,-78.4441976",13,1
P193,"-0.147504,-78.4475141",8,1
P193,"-0.147504,-78.4475141",9,2
P193,"-0.147504,-78.4475141",13,1
P193,"-0.147504,-78.4475141",15,1
P193,"-0.147504,-78.4475141",17,3
P193,"-0.147504,-78.4475141",18,1
P194,"-0.1479252,-78.4484983",0,1
P194,"-0.1479252,-78.4484983",5,1
P194,"-0.1479252,-78.4484983",9,1
P194,"-0.1479252,-78.4484983",13,1
P194,"-0.1479252,-78.4484983",15,1
P194,"-0.1479252,-78.4484983",17,1
P194,"-0.1479252,-78.4484983",18,1
P195,"-0.14918,-78.44942",0,1
P195,"-0.14918,-78.44942",5,1
P195,"-0.14918,-78.44942",15,1
P196,"-0.1499,-78.45173",0,1
P196,"-0.1499,-78.45173",1,3
P196,"-0.1499,-78.45173",3,1
P196,"-0.1499,-78.45173",5,4
P196,"-0.1499,-78.45173",6,2
P196,"-0.1499,-78.45173",7,3
P196,"-0.1499,-78.45173",8,1
P196,"-0.1499,-78.45173",9,1
P196,"-0.1499,-78.45173",10,1
P196,"-0.1499,-78.45173",11,1
P196,"-0.1499,-78.45173",13,5
P196,"-0.1499,-78.45173",16,2
P196,"-0.1499,-78.45173",17,2
P196,"-0.1499,-78.45173",18,2
P196,"-0.1499,-78.45173",23,1
P197,"-0.1507878,-78.4524625",0,1
P197,"-0.1507878,-78.4524625",1,4
P197,"-0.1507878,-78.4524625",2,3
P197,"-0.1507878,-78.4524625",3,3
P197,"-0.1507878,-78.4524625",4,1
P197,"-0.1507878,-78.4524625",5,4
P197,"-0.1507878,-78.4524625",6,7
P197,"-0.1507878,-78.4524625",7,13
P197,"-0.1507878,-78.4524625",8,6
P197,"-0.1507878,-78.4524625",9,7
P197,"-0.1507878,-78.4524625",10,6
P197,"-0.1507878,-78.4524625",11,3
P197,"-0.1507878,-78.4524625",12,2
P197,"-0.1507878,-78.4524625",13,9
P197,"-0.1507878,-78.4524625",14,3
P197,"-0.1507878,-78.4524625",15,6
P197,"-0.1507878,-78.4524625",16,5
P197,"-0.1507878,-78.4524625",17,5
P197,"-0.1507878,-78.4524625",18,4
P197,"-0.1507878,-78.4524625",19,3
P197,"-0.1507878,-78.4524625",20,3
P197,"-0.1507878,-78.4524625",21,2
P197,"-0.1507878,-78.4524625",22,2
P197,"-0.1507878,-78.4524625",23,2
P198,"-0.1520619,-78.4515528",5,1
P198,"-0.1520619,-78.4515528",13,1
P198,"-0.1520619,-78.4515528",14,1
P199,"-0.15227,-78.45062",14,1
P201,"-0.15434,-78.44667",17,1
P201,"-0.15434,-78.44667",18,1
P202,"-0.1572749,-78.4464799",0,1
P202,"-0.1572749,-78.4464799",4,1
P202,"-0.1572749,-78.4464799",6,1
P202,"-0.1572749,-78.4464799",10,2
P202,"-0.1572749,-78.4464799",11,2
P202,"-0.1572749,-78.4464799",12,2
P202,"-0.1572749,-78.4464799",14,2
P202,"-0.1572749,-78.4464799",16,1
P202,"-0.1572749,-78.4464799",17,2
P202,"-0.1572749,-78.4464799",18,2
P202,"-0.1572749,-78.4464799",19,1
P202,"-0.1572749,-78.4464799",20,2
P202,"-0.1572749,-78.4464799",21,1
P203,"-0.1586,-78.44648",0,1
P203,"-0.1586,-78.44648",4,1
P203,"-0.1586,-78.44648",6,1
P203,"-0.1586,-78.44648",7,1
P203,"-0.1586,-78.44648",8,1
P203,"-0.1586,-78.44648",11,3
P203,"-0.1586,-78.44648",12,2
P203,"-0.1586,-78.44648",14,2
P203,"-0.1586,-78.44648",16,1
P203,"-0.1586,-78.44648",17,1
P203,"-0.1586,-78.44648",18,2
P203,"-0.1586,-78.44648",19,1
P203,"-0.1586,-78.44648",20,2
P203,"-0.1586,-78.44648",21,1
P204,"-0.1603465,-78.4469227",2,2
P204,"-0.1603465,-78.4469227",8,4
P204,"-0.1603465,-78.4469227",9,1
P204,"-0.1603465,-78.4469227",10,2
P204,"-0.1603465,-78.4469227",11,1
P204,"-0.1603465,-78.4469227",12,1
P204,"-0.1603465,-78.4469227",16,1
P204,"-0.1603465,-78.4469227",17,1
P204,"-0.1603465,-78.4469227",18,2
P204,"-0.1603465,-78.4469227",19,1
P204,"-0.1603465,-78.4469227",21,1
P205,"-0.16167,-78.44772",2,2
P205,"-0.16167,-78.44772",8,3
P205,"-0.16167,-78.44772",9,1
P205,"-0.16167,-78.44772",10,3
P205,"-0.16167,-78.44772",12,1
P205,"-0.16167,-78.44772",16,2
P205,"-0.16167,-78.44772",17,2
P205,"-0.16167,-78.44772",18,1
P205,"-0.16167,-78.44772",19,1
P205,"-0.16167,-78.44772",21,1
P206,"-0.16453,-78.44793",1,1
P206,"-0.16453,-78.44793",7,1
P206,"-0.16453,-78.44793",8,2
P206,"-0.16453,-78.44793",13,1
P206,"-0.16453,-78.44793",14,1
P206,"-0.16453,-78.44793",20,1
P207,"-0.16671,-78.44792",8,1
P207,"-0.16671,-78.44792",11,1
P207,"-0.16671,-78.44792",14,1
P207,"-0.16671,-78.44792",18,2
P207,"-0.16671,-78.44792",19,1
P207,"-0.16671,-78.44792",20,1
P207,"-0.16671,-78.44792",23,1
P208,"-0.1679565,-78.4486449",8,1
P208,"-0.1679565,-78.4486449",11,2
P208,"-0.1679565,-78.4486449",18,2
P208,"-0.1679565,-78.4486449",19,2
P208,"-0.1679565,-78.4486449",23,1
P209,"-0.16909,-78.44943",0,1
P209,"-0.16909,-78.44943",11,1
P209,"-0.16909,-78.44943",15,2
P209,"-0.16909,-78.44943",17,1
P209,"-0.16909,-78.44943",18,1
P209,"-0.16909,-78.44943",19,2
P210,"-0.17067,-78.45053",0,1
P210,"-0.17067,-78.45053",1,1
P210,"-0.17067,-78.45053",15,2
P210,"-0.17067,-78.45053",17,1
P210,"-0.17067,-78.45053",18,1
P211,"-0.17227,-78.45174",1,1
P211,"-0.17227,-78.45174",7,1
P211,"-0.17227,-78.45174",11,1
P211,"-0.17227,-78.45174",23,1
P212,"-0.17414,-78.45322",2,1
P212,"-0.17414,-78.45322",11,1
P212,"-0.17414,-78.45322",12,1
P212,"-0.17414,-78.45322",15,1
P212,"-0.17414,-78.45322",17,1
P213,"-0.1760411,-78.4545978",0,1
P213,"-0.1760411,-78.4545978",6,1
P213,"-0.1760411,-78.4545978",8,2
P213,"-0.1760411,-78.4545978",9,1
P213,"-0.1760411,-78.4545978",12,3
P213,"-0.1760411,-78.4545978",13,2
P213,"-0.1760411,-78.4545978",14,1
P213,"-0.1760411,-78.4545978",15,1
P213,"-0.1760411,-78.4545978",18,1
P213,"-0.1760411,-78.4545978",19,1
P213,"-0.1760411,-78.4545978",23,2
P214,"-0.17624,-78.45568",0,1
P214,"-0.17624,-78.45568",6,1
P214,"-0.17624,-78.45568",8,2
P214,"-0.17624,-78.45568",9,1
P214,"-0.17624,-78.45568",12,3
P214,"-0.17624,-78.45568",13,1
P214,"-0.17624,-78.45568",14,1
P214,"-0.17624,-78.45568",18,1
P214,"-0.17624,-78.45568",19,1
P214,"-0.17624,-78.45568",23,1
P215,"-0.177109,-78.4549233",0,1
P215,"-0.177109,-78.4549233",6,1
P215,"-0.177109,-78.4549233",8,2
P215,"-0.177109,-78.4549233",9,1
P215,"-0.177109,-78.4549233",12,1
P215,"-0.177109,-78.4549233",13,1
P215,"-0.177109,-78.4549233",14,2
P215,"-0.177109,-78.4549233",15,2
P215,"-0.177109,-78.4549233",18,2
P215,"-0.177109,-78.4549233",19,1
P215,"-0.177109,-78.4549233",23,2
P216,"-0.1789098,-78.455355",2,2
P216,"-0.1789098,-78.455355",8,1
P216,"-0.1789098,-78.455355",13,1
P216,"-0.1789098,-78.455355",14,1
P216,"-0.1789098,-78.455355",15,2
P216,"-0.1789098,-78.455355",18,1
P216,"-0.1789098,-78.455355",23,1
P217,"-0.17969,-78.45576",2,2
P217,"-0.17969,-78.45576",8,1
P217,"-0.17969,-78.45576",12,1
P217,"-0.17969,-78.45576",13,1
P217,"-0.17969,-78.45576",15,1
P218,"-0.18152,-78.45518",8,1
P218,"-0.18152,-78.45518",12,1
P218,"-0.18152,-78.45518",19,1
P219,"-0.1811684,-78.4538223",3,1
P219,"-0.1811684,-78.4538223",8,1
P219,"-0.1811684,-78.4538223",12,1
P219,"-0.1811684,-78.4538223",19,1
P220,"-0.1804849,-78.4521885",3,1
P220,"-0.1804849,-78.4521885",13,1
P221,"-0.18164,-78.45142",0,1
P221,"-0.18164,-78.45142",6,1
P221,"-0.18164,-78.45142",13,1
P221,"-0.18164,-78.45142",15,1
P222,"-0.18321,-78.45104",0,1
P222,"-0.18321,-78.45104",5,1
P222,"-0.18321,-78.45104",6,1
P222,"-0.18321,-78.45104",8,1
P222,"-0.18321,-78.45104",13,1
P222,"-0.18321,-78.45104",15,1
P222,"-0.18321,-78.45104",22,1
P223,"-0.1839461,-78.4512226",0,1
P223,"-0.1839461,-78.4512226",3,1
P223,"-0.1839461,-78.4512226",5,1
P223,"-0.1839461,-78.4512226",6,1
P223,"-0.1839461,-78.4512226",8,1
P223,"-0.1839461,-78.4512226",13,1
P223,"-0.1839461,-78.4512226",15,1
P223,"-0.1839461,-78.4512226",22,1
P224,"-0.18455,-78.45178",3,1
P224,"-0.18455,-78.45178",5,1
