point,coordinates,hour,count
P469,"-0.293442,-78.5197884",10,1
P469,"-0.293442,-78.5197884",12,1
P469,"-0.293442,-78.5197884",17,2
P469,"-0.293442,-78.5197884",19,1
P469,"-0.293442,-78.5197884",23,1
P470,"-0.29234,-78.51966",2,1
P470,"-0.29234,-78.51966",4,4
P470,"-0.29234,-78.51966",8,1
P470,"-0.29234,-78.51966",9,1
P470,"-0.29234,-78.51966",10,1
P470,"-0.29234,-78.51966",12,1
P470,"-0.29234,-78.51966",14,1
P470,"-0.29234,-78.51966",17,2
P470,"-0.29234,-78.51966",19,1
P470,"-0.29234,-78.51966",20,1
P470,"-0.29234,-78.51966",21,2
P470,"-0.29234,-78.51966",23,2
P471,"-0.2904782,-78.5195405",0,1
P471,"-0.2904782,-78.5195405",2,1
P471,"-0.2904782,-78.5195405",3,2
P471,"-0.2904782,-78.5195405",4,2
P471,"-0.2904782,-78.5195405",6,2
P471,"-0.2904782,-78.5195405",7,1
P471,"-0.2904782,-78.5195405",8,1
P471,"-0.2904782,-78.5195405",10,1
P471,"-0.2904782,-78.5195405",17,1
P471,"-0.2904782,-78.5195405",18,2
P471,"-0.2904782,-78.5195405",20,1
P471,"-0.2904782,-78.5195405",21,2
P471,"-0.2904782,-78.5195405",22,2
P471,"-0.2904782,-78.5195405",23,2
P472,"-0.28972,-78.51956",0,1
P472,"-0.28972,-78.51956",2,1
P472,"-0.28972,-78.51956",3,2
P472,"-0.28972,-78.51956",4,2
P472,"-0.28972,-78.51956",6,2
P472,"-0.28972,-78.51956",7,2
P472,"-0.28972,-78.51956",8,1
P472,"-0.28972,-78.51956",9,1
P472,"-0.28972,-78.51956",10,1
P472,"-0.28972,-78.51956",11,1
P472,"-0.28972,-78.51956",18,2
P472,"-0.28972,-78.51956",19,1
P472,"-0.28972,-78.51956",20,1
P472,"-0.28972,-78.51956",21,2
P472,"-0.28972,-78.51956",22,3
P472,"-0.28972,-78.51956",23,1
P473,"-0.28754,-78.51955",0,3
P473,"-0.28754,-78.51955",1,1
P473,"-0.28754,-78.51955",3,1
P473,"-0.28754,-78.51955",4,2
P473,"-0.28754,-78.51955",5,1
P473,"-0.28754,-78.51955",7,2
P473,"-0.28754,-78.51955",9,1
P473,"-0.28754,-78.51955",11,2
P473,"-0.28754,-78.51955",12,1
P473,"-0.28754,-78.51955",13,1
P473,"-0.28754,-78.51955",15,3
P473,"-0.28754,-78.51955",17,3
P473,"-0.28754,-78.51955",21,1
P473,"-0.28754,-78.51955",22,3
P473,"-0.28754,-78.51955",23,2
P474,"-0.2863007,-78.5189427",0,2
P474,"-0.2863007,-78.5189427",1,1
P474,"-0.2863007,-78.5189427",3,2
P474,"-0.2863007,-78.5189427",4,1
P474,"-0.2863007,-78.5189427",5,1
P474,"-0.2863007,-78.5189427",7,3
P474,"-0.2863007,-78.5189427",8,1
P474,"-0.2863007,-78.5189427",11,1
P474,"-0.2863007,-78.5189427",12,1
P474,"-0.2863007,-78.5189427",13,3
P474,"-0.2863007,-78.5189427",15,2
P474,"-0.2863007,-78.5189427",17,2
P474,"-0.2863007,-78.5189427",19,1
P474,"-0.2863007,-78.5189427",20,1
P474,"-0.2863007,-78.5189427",21,1
P474,"-0.2863007,-78.5189427",22,1
P475,"-0.2850164,-78.5183626",0,6
P475,"-0.2850164,-78.5183626",1,4
P475,"-0.2850164,-78.5183626",2,2
P475,"-0.2850164,-78.5183626",3,2
P475,"-0.2850164,-78.5183626",4,3
P475,"-0.2850164,-78.5183626",5,2
P475,"-0.2850164,-78.5183626",6,4
P475,"-0.2850164,-78.5183626",7,6
P475,"-0.2850164,-78.5183626",8,4
P475,"-0.2850164,-78.5183626",10,6
P475,"-0.2850164,-78.5183626",11,1
P475,"-0.2850164,-78.5183626",12,1
P475,"-0.2850164,-78.5183626",13,2
P475,"-0.2850164,-78.5183626",14,1
P475,"-0.2850164,-78.5183626",15,2
P475,"-0.2850164,-78.5183626",16,1
P475,"-0.2850164,-78.5183626",17,1
P475,"-0.2850164,-78.5183626",18,3
P475,"-0.2850164,-78.5183626",19,3
P475,"-0.2850164,-78.5183626",20,2
P475,"-0.2850164,-78.5183626",21,5
P475,"-0.2850164,-78.5183626",22,2
P476,"-0.28366,-78.51766",0,7
P476,"-0.28366,-78.51766",1,5
P476,"-0.28366,-78.51766",2,2
P476,"-0.28366,-78.51766",3,1
P476,"-0.28366,-78.51766",4,2
P476,"-0.28366,-78.51766",5,2
P476,"-0.28366,-78.51766",6,5
P476,"-0.28366,-78.51766",7,6
P476,"-0.28366,-78.51766",8,3
P476,"-0.28366,-78.51766",10,6
P476,"-0.28366,-78.51766",11,2
P476,"-0.28366,-78.51766",12,1
P476,"-0.28366,-78.51766",13,1
P476,"-0.28366,-78.51766",14,1
P476,"-0.28366,-78.51766",15,1
P476,"-0.28366,-78.51766",16,1
P476,"-0.28366,-78.51766",17,2
P476,"-0.28366,-78.51766",18,4
P476,"-0.28366,-78.51766",19,4
P476,"-0.28366,-78.51766",20,2
P476,"-0.28366,-78.51766",21,5
P476,"-0.28366,-78.51766",22,2
P476,"-0.28366,-78.51766",23,2
P477,"-0.28221,-78.51694",0,1
P477,"-0.28221,-78.51694",1,2
P477,"-0.28221,-78.51694",2,2
P477,"-0.28221,-78.51694",3,1
P477,"-0.28221,-78.51694",4,3
P477,"-0.28221,-78.51694",5,3
P477,"-0.28221,-78.51694",6,3
P477,"-0.28221,-78.51694",7,5
P477,"-0.28221,-78.51694",8,4
P477,"-0.28221,-78.51694",9,2
P477,"-0.28221,-78.51694",10,3
P477,"-0.28221,-78.51694",11,2
P477,"-0.28221,-78.51694",12,1
P477,"-0.28221,-78.51694",15,3
P477,"-0.28221,-78.51694",16,2
P477,"-0.28221,-78.51694",17,3
P477,"-0.28221,-78.51694",18,1
P477,"-0.28221,-78.51694",19,2
P477,"-0.28221,-78.51694",21,1
P477,"-0.28221,-78.51694",22,2
P477,"-0.28221,-78.51694",23,3
P478,"-0.27979,-78.51548",0,1
P478,"-0.27979,-78.51548",1,2
P478,"-0.27979,-78.51548",2,1
P478,"-0.27979,-78.51548",3,1
P478,"-0.27979,-78.51548",4,4
P478,"-0.27979,-78.51548",5,2
P478,"-0.27979,-78.51548",6,2
P478,"-0.27979,-78.51548",7,4
P478,"-0.27979,-78.51548",8,3
P478,"-0.27979,-78.51548",9,1
P478,"-0.27979,-78.51548",10,4
P478,"-0.27979,-78.51548",11,1
P478,"-0.27979,-78.51548",15,1
P478,"-0.27979,-78.51548",16,1
P478,"-0.27979,-78.51548",17,2
P478,"-0.27979,-78.51548",18,1
P478,"-0.27979,-78.51548",20,2
P478,"-0.27979,-78.51548",21,2
P478,"-0.27979,-78.51548",22,1
P478,"-0.27979,-78.51548",23,2
P479,"-0.27722,-78.51315",1,2
P479,"-0.27722,-78.51315",5,1
P479,"-0.27722,-78.51315",6,1
P479,"-0.27722,-78.51315",7,1
P479,"-0.27722,-78.51315",8,1
P479,"-0.27722,-78.51315",9,1
P479,"-0.27722,-78.51315",13,2
P479,"-0.27722,-78.51315",19,1
P479,"-0.27722,-78.51315",20,1
P479,"-0.27722,-78.51315",23,2
P480,"-0.27542,-78.51148",1,1
P480,"-0.27542,-78.51148",3,2
P480,"-0.27542,-78.51148",5,2
P480,"-0.27542,-78.51148",7,2
P480,"-0.27542,-78.51148",8,1
P480,"-0.27542,-78.51148",10,1
P480,"-0.27542,-78.51148",11,1
P480,"-0.27542,-78.51148",13,2
P480,"-0.27542,-78.51148",16,2
P480,"-0.27542,-78.51148",19,2
P480,"-0.27542,-78.51148",20,2
P480,"-0.27542,-78.51148",21,1
P480,"-0.27542,-78.51148",22,1
P480,"-0.27542,-78.51148",23,1
P481,"-0.2730612,-78.5093816",0,3
P481,"-0.2730612,-78.5093816",1,4
P481,"-0.2730612,-78.5093816",2,6
P481,"-0.2730612,-78.5093816",3,4
P481,"-0.2730612,-78.5093816",4,1
P481,"-0.2730612,-78.5093816",5,1
P481,"-0.2730612,-78.5093816",6,1
P481,"-0.2730612,-78.5093816",7,2
P481,"-0.2730612,-78.5093816",8,1
P481,"-0.2730612,-78.5093816",10,2
P481,"-0.2730612,-78.5093816",11,3
P481,"-0.2730612,-78.5093816",12,4
P481,"-0.2730612,-78.5093816",13,4
P481,"-0.2730612,-78.5093816",14,2
P481,"-0.2730612,-78.5093816",15,1
P481,"-0.2730612,-78.5093816",16,1
P481,"-0.2730612,-78.5093816",17,2
P481,"-0.2730612,-78.5093816",18,1
P481,"-0.2730612,-78.5093816",20,3
P481,"-0.2730612,-78.5093816",21,1
P481,"-0.2730612,-78.5093816",22,3
P481,"-0.2730612,-78.5093816",23,1
P482,"-0.27099,-78.50802",3,2
P482,"-0.27099,-78.50802",6,1
P482,"-0.27099,-78.50802",8,1
P482,"-0.27099,-78.50802",12,1
P482,"-0.27099,-78.50802",16,1
P482,"-0.27099,-78.50802",20,1
P483,"-0.269127,-78.5075346",3,3
P483,"-0.269127,-78.5075346",6,1
P483,"-0.269127,-78.5075346",8,1
P483,"-0.269127,-78.5075346",14,1
P483,"-0.269127,-78.5075346",16,1
P484,"-0.2674063,-78.507379",0,1
P484,"-0.2674063,-78.507379",5,2
P484,"-0.2674063,-78.507379",6,1
P484,"-0.2674063,-78.507379",7,1
P484,"-0.2674063,-78.507379",9,1
P484,"-0.2674063,-78.507379",12,1
P484,"-0.2674063,-78.507379",14,1
P484,"-0.2674063,-78.507379",19,1
P484,"-0.2674063,-78.507379",23,1
P485,"-0.26407,-78.50623",2,2
P485,"-0.26407,-78.50623",4,3
P485,"-0.26407,-78.50623",5,1
P485,"-0.26407,-78.50623",6,2
P485,"-0.26407,-78.50623",7,2
P485,"-0.26407,-78.50623",8,1
P485,"-0.26407,-78.50623",10,1
P485,"-0.26407,-78.50623",12,1
P485,"-0.26407,-78.50623",14,1
P485,"-0.26407,-78.50623",15,3
P485,"-0.26407,-78.50623",16,3
P485,"-0.26407,-78.50623",18,2
P485,"-0.26407,-78.50623",19,2
P485,"-0.26407,-78.50623",20,1
P485,"-0.26407,-78.50623",21,1
P485,"-0.26407,-78.50623",22,1
P486,"-0.2625983,-78.505041",1,2
P486,"-0.2625983,-78.505041",2,3
P486,"-0.2625983,-78.505041",4,2
P486,"-0.2625983,-78.505041",5,1
P486,"-0.2625983,-78.505041",6,1
P486,"-0.2625983,-78.505041",15,1
P486,"-0.2625983,-78.505041",18,3
P486,"-0.2625983,-78.505041",22,1
P486,"-0.2625983,-78.505041",23,1
P487,"-0.26063,-78.5037",1,2
P487,"-0.26063,-78.5037",2,1
P487,"-0.26063,-78.5037",3,2
P487,"-0.26063,-78.5037",6,1
P487,"-0.26063,-78.5037",11,1
P487,"-0.26063,-78.5037",17,1
P487,"-0.26063,-78.5037",19,1
P487,"-0.26063,-78.5037",23,1
P488,"-0.25822,-78.50242",0,1
P488,"-0.25822,-78.50242",3,1
P488,"-0.25822,-78.50242",4,1
P488,"-0.25822,-78.50242",5,3
P488,"-0.25822,-78.50242",9,1
P488,"-0.25822,-78.50242",10,1
P488,"-0.25822,-78.50242",17,2
P488,"-0.25822,-78.50242",20,2
P488,"-0.25822,-78.50242",22,1
P488,"-0.25822,-78.50242",23,1
P489,"-0.2554082,-78.5033971",0,1
P489,"-0.2554082,-78.5033971",1,3
P489,"-0.2554082,-78.5033971",2,3
P489,"-0.2554082,-78.5033971",4,5
P489,"-0.2554082,-78.5033971",5,7
P489,"-0.2554082,-78.5033971",6,7
P489,"-0.2554082,-78.5033971",7,4
P489,"-0.2554082,-78.5033971",8,3
P489,"-0.2554082,-78.5033971",9,3
P489,"-0.2554082,-78.5033971",10,3
P489,"-0.2554082,-78.5033971",11,1
P489,"-0.2554082,-78.5033971",12,2
P489,"-0.2554082,-78.5033971",14,6
P489,"-0.2554082,-78.5033971",15,3
P489,"-0.2554082,-78.5033971",16,2
P489,"-0.2554082,-78.5033971",17,4
P489,"-0.2554082,-78.5033971",18,4
P489,"-0.2554082,-78.5033971",19,5
P489,"-0.2554082,-78.5033971",20,11
P489,"-0.2554082,-78.5033971",21,5
P489,"-0.2554082,-78.5033971",22,1
P489,"-0.2554082,-78.5033971",23,3
P490,"-0.25212,-78.50399",0,1
P490,"-0.25212,-78.50399",1,1
P490,"-0.25212,-78.50399",2,3
P490,"-0.25212,-78.50399",5,1
P490,"-0.25212,-78.50399",7,1
P490,"-0.25212,-78.50399",8,1
P490,"-0.25212,-78.50399",11,1
P490,"-0.25212,-78.50399",12,1
P490,"-0.25212,-78.50399",14,2
P490,"-0.25212,-78.50399",15,2
P490,"-0.25212,-78.50399",17,1
P490,"-0.25212,-78.50399",18,2
P490,"-0.25212,-78.50399",19,2
P490,"-0.25212,-78.50399",21,1
P490,"-0.25212,-78.50399",22,1
P491,"-0.2501546,-78.5029627",0,1
P491,"-0.2501546,-78.5029627",1,2
P491,"-0.2501546,-78.5029627",2,3
P491,"-0.2501546,-78.5029627",4,1
P491,"-0.2501546,-78.5029627",5,1
P491,"-0.2501546,-78.5029627",7,2
P491,"-0.2501546,-78.5029627",11,1
P491,"-0.2501546,-78.5029627",12,1
P491,"-0.2501546,-78.5029627",13,2
P491,"-0.2501546,-78.5029627",14,1
P491,"-0.2501546,-78.5029627",15,2
P491,"-0.2501546,-78.5029627",17,4
P491,"-0.2501546,-78.5029627",18,2
P491,"-0.2501546,-78.5029627",19,1
P491,"-0.2501546,-78.5029627",21,1
P491,"-0.2501546,-78.5029627",22,1
P492,"-0.24903,-78.50217",1,1
P492,"-0.24903,-78.50217",4,1
P492,"-0.24903,-78.50217",7,1
P492,"-0.24903,-78.50217",11,1
P492,"-0.24903,-78.50217",13,2
P492,"-0.24903,-78.50217",15,1
P492,"-0.24903,-78.50217",16,1
P492,"-0.24903,-78.50217",17,2
P492,"-0.24903,-78.50217",18,1
P492,"-0.24903,-78.50217",19,1
P492,"-0.24903,-78.50217",21,1
P492,"-0.24903,-78.50217",22,1
P493,"-0.2479766,-78.5015472",7,1
P493,"-0.2479766,-78.5015472",16,1
P493,"-0.2479766,-78.5015472",17,1
P493,"-0.2479766,-78.5015472",19,1
P493,"-0.2479766,-78.5015472",22,1
P494,"-0.24626,-78.50114",2,2
P494,"-0.24626,-78.50114",4,1
P494,"-0.24626,-78.50114",5,1
P494,"-0.24626,-78.50114",7,1
P494,"-0.24626,-78.50114",13,1
P494,"-0.24626,-78.50114",16,2
P494,"-0.24626,-78.50114",18,1
P494,"-0.24626,-78.50114",19,1
P494,"-0.24626,-78.50114",21,2
P495,"-0.2446508,-78.5007889",0,1
P495,"-0.2446508,-78.5007889",2,2
P495,"-0.2446508,-78.5007889",3,1
P495,"-0.2446508,-78.5007889",4,1
P495,"-0.2446508,-78.5007889",5,1
P495,"-0.2446508,-78.5007889",6,2
P495,"-0.2446508,-78.5007889",7,2
P495,"-0.2446508,-78.5007889",8,1
P495,"-0.2446508,-78.5007889",9,1
P495,"-0.2446508,-78.5007889",10,1
P495,"-0.2446508,-78.5007889",11,1
P495,"-0.2446508,-78.5007889",13,2
P495,"-0.2446508,-78.5007889",16,1
P495,"-0.2446508,-78.5007889",18,6
P495,"-0.2446508,-78.5007889",19,4
P495,"-0.2446508,-78.5007889",20,3
P495,"-0.2446508,-78.5007889",21,3
P495,"-0.2446508,-78.5007889",23,1
P496,"-0.24368,-78.50044",3,1
P496,"-0.24368,-78.50044",5,1
P496,"-0.24368,-78.50044",6,1
P496,"-0.24368,-78.50044",8,1
P496,"-0.24368,-78.50044",9,1
P496,"-0.24368,-78.50044",10,1
P496,"-0.24368,-78.50044",13,1
P496,"-0.24368,-78.50044",16,1
P496,"-0.24368,-78.50044",18,3
P496,"-0.24368,-78.50044",19,3
P496,"-0.24368,-78.50044",20,2
P496,"-0.24368,-78.50044",21,1
P496,"-0.24368,-78.50044",23,1
P497,"-0.24256,-78.49859",0,3
P497,"-0.24256,-78.49859",1,5
P497,"-0.24256,-78.49859",2,4
P497,"-0.24256,-78.49859",3,4
P497,"-0.24256,-78.49859",4,4
P497,"-0.24256,-78.49859",5,13
P497,"-0.24256,-78.49859",6,10
P497,"-0.24256,-78.49859",7,3
P497,"-0.24256,-78.49859",8,5
P497,"-0.24256,-78.49859",9,4
P497,"-0.24256,-78.49859",10,3
P497,"-0.24256,-78.49859",11,6
P497,"-0.24256,-78.49859",12,3
P497,"-0.24256,-78.49859",13,3
P497,"-0.24256,-78.49859",14,4
P497,"-0.24256,-78.49859",15,3
P497,"-0.24256,-78.49859",16,4
P497,"-0.24256,-78.49859",17,5
P497,"-0.24256,-78.49859",18,7
P497,"-0.24256,-78.49859",19,10
P497,"-0.24256,-78.49859",20,6
P497,"-0.24256,-78.49859",21,3
P497,"-0.24256,-78.49859",22,7
P497,"-0.24256,-78.49859",23,10
P498,"-0.24266,-78.4972",0,3
P498,"-0.24266,-78.4972",1,5
P498,"-0.24266,-78.4972",2,4
P498,"-0.24266,-78.4972",3,4
P498,"-0.24266,-78.4972",4,4
P498,"-0.24266,-78.4972",5,12
P498,"-0.24266,-78.4972",6,9
P498,"-0.24266,-78.4972",7,2
P498,"-0.24266,-78.4972",8,5
P498,"-0.24266,-78.4972",9,5
P498,"-0.24266,-78.4972",10,3
P498,"-0.24266,-78.4972",11,6
P498,"-0.24266,-78.4972",12,3
P498,"-0.24266,-78.4972",13,4
P498,"-0.24266,-78.4972",14,4
P498,"-0.24266,-78.4972",15,4
P498,"-0.24266,-78.4972",16,3
P498,"-0.24266,-78.4972",17,6
P498,"-0.24266,-78.4972",18,7
P498,"-0.24266,-78.4972",19,10
P498,"-0.24266,-78.4972",20,6
P498,"-0.24266,-78.4972",21,4
P498,"-0.24266,-78.4972",22,7
P498,"-0.24266,-78.4972",23,10
P499,"-0.2424261,-78.4958573",0,3
P499,"-0.2424261,-78.4958573",1,5
P499,"-0.2424261,-78.4958573",2,4
P499,"-0.2424261,-78.4958573",3,4
P499,"-0.2424261,-78.4958573",4,4
P499,"-0.2424261,-78.4958573",5,9
P499,"-0.2424261,-78.4958573",6,10
P499,"-0.2424261,-78.4958573",7,2
P499,"-0.2424261,-78.4958573",8,4
P499,"-0.2424261,-78.4958573",9,5
P499,"-0.2424261,-78.4958573",10,3
P499,"-0.2424261,-78.4958573",11,5
P499,"-0.2424261,-78.4958573",12,3
P499,"-0.2424261,-78.4958573",13,5
P499,"-0.2424261,-78.4958573",14,4
P499,"-0.2424261,-78.4958573",15,4
P499,"-0.2424261,-78.4958573",16,4
P499,"-0.2424261,-78.4958573",17,6
P499,"-0.2424261,-78.4958573",18,9
P499,"-0.2424261,-78.4958573",19,7
P499,"-0.2424261,-78.4958573",20,6
P499,"-0.2424261,-78.4958573",21,5
P499,"-0.2424261,-78.4958573",22,7
P499,"-0.2424261,-78.4958573",23,10
P500,"-0.24161,-78.49489",4,1
P500,"-0.24161,-78.49489",6,1
P500,"-0.24161,-78.49489",13,2
P500,"-0.24161,-78.49489",16,1
P500,"-0.24161,-78.49489",17,1
P500,"-0.24161,-78.49489",18,3
P500,"-0.24161,-78.49489",22,1
P500,"-0.24161,-78.49489",23,1
P501,"-0.2407359,-78.4942162",2,1
P501,"-0.2407359,-78.4942162",3,1
P501,"-0.2407359,-78.4942162",4,2
P501,"-0.2407359,-78.4942162",6,2
P501,"-0.2407359,-78.4942162",7,3
P501,"-0.2407359,-78.4942162",8,1
P501,"-0.2407359,-78.4942162",13,1
P501,"-0.2407359,-78.4942162",14,1
P501,"-0.2407359,-78.4942162",16,1
P501,"-0.2407359,-78.4942162",18,2
P501,"-0.2407359,-78.4942162",19,1
P501,"-0.2407359,-78.4942162",20,2
P501,"-0.2407359,-78.4942162",22,2
P501,"-0.2407359,-78.4942162",23,3
P502,"-0.23996,-78.4934",0,1
P502,"-0.23996,-78.4934",1,1
P502,"-0.23996,-78.4934",2,1
P502,"-0.23996,-78.4934",3,1
P502,"-0.23996,-78.4934",4,2
P502,"-0.23996,-78.4934",6,4
P502,"-0.23996,-78.4934",7,3
P502,"-0.23996,-78.4934",8,1
P502,"-0.23996,-78.4934",14,1
P502,"-0.23996,-78.4934",16,1
P502,"-0.23996,-78.4934",18,1
P502,"-0.23996,-78.4934",19,1
P502,"-0.23996,-78.4934",20,3
P502,"-0.23996,-78.4934",22,2
P502,"-0.23996,-78.4934",23,3
P503,"-0.2392976,-78.4924224",0,1
P503,"-0.2392976,-78.4924224",1,1
P503,"-0.2392976,-78.4924224",2,3
P503,"-0.2392976,-78.4924224",3,1
P503,"-0.2392976,-78.4924224",4,2
P503,"-0.2392976,-78.4924224",5,1
P503,"-0.2392976,-78.4924224",6,4
P503,"-0.2392976,-78.4924224",7,3
P503,"-0.2392976,-78.4924224",8,1
P503,"-0.2392976,-78.4924224",11,1
P503,"-0.2392976,-78.4924224",12,1
P503,"-0.2392976,-78.4924224",14,1
P503,"-0.2392976,-78.4924224",16,1
P503,"-0.2392976,-78.4924224",17,1
P503,"-0.2392976,-78.4924224",19,1
P503,"-0.2392976,-78.4924224",20,3
P503,"-0.2392976,-78.4924224",22,1
P503,"-0.2392976,-78.4924224",23,2
P504,"-0.23862,-78.49138",0,1
P504,"-0.23862,-78.49138",2,4
P504,"-0.23862,-78.49138",4,3
P504,"-0.23862,-78.49138",5,2
P504,"-0.23862,-78.49138",6,2
P504,"-0.23862,-78.49138",7,1
P504,"-0.23862,-78.49138",8,1
P504,"-0.23862,-78.49138",11,1
P504,"-0.23862,-78.49138",12,2
P504,"-0.23862,-78.49138",14,2
P504,"-0.23862,-78.49138",15,1
P504,"-0.23862,-78.49138",16,1
P504,"-0.23862,-78.49138",17,2
P504,"-0.23862,-78.49138",20,1
P504,"-0.23862,-78.49138",22,1
P504,"-0.23862,-78.49138",23,1
P505,"-0.23808,-78.4906",2,3
P505,"-0.23808,-78.4906",4,2
P505,"-0.23808,-78.4906",5,2
P505,"-0.23808,-78.4906",8,1
P505,"-0.23808,-78.4906",11,1
P505,"-0.23808,-78.4906",12,2
P505,"-0.23808,-78.4906",14,2
P505,"-0.23808,-78.4906",15,2
P505,"-0.23808,-78.4906",16,1
P505,"-0.23808,-78.4906",17,3
P505,"-0.23808,-78.4906",22,1
P505,"-0.23808,-78.4906",23,1
P506,"-0.23657,-78.48977",2,2
P506,"-0.23657,-78.48977",4,2
P506,"-0.23657,-78.48977",5,1
P506,"-0.23657,-78.48977",7,1
P506,"-0.23657,-78.48977",8,2
P506,"-0.23657,-78.48977",11,1
P506,"-0.23657,-78.48977",12,1
P506,"-0.23657,-78.48977",14,2
P506,"-0.23657,-78.48977",15,2
P506,"-0.23657,-78.48977",17,2
P506,"-0.23657,-78.48977",18,1
P506,"-0.23657,-78.48977",22,1
P506,"-0.23657,-78.48977",23,1
P507,"-0.23486,-78.49047",0,1
P507,"-0.23486,-78.49047",1,3
P507,"-0.23486,-78.49047",2,2
P507,"-0.23486,-78.49047",3,1
P507,"-0.23486,-78.49047",4,1
P507,"-0.23486,-78.49047",6,1
P507,"-0.23486,-78.49047",7,4
P507,"-0.23486,-78.49047",8,2
P507,"-0.23486,-78.49047",10,3
P507,"-0.23486,-78.49047",11,3
P507,"-0.23486,-78.49047",12,1
P507,"-0.23486,-78.49047",13,3
P507,"-0.23486,-78.49047",16,1
P507,"-0.23486,-78.49047",17,2
P507,"-0.23486,-78.49047",18,2
P507,"-0.23486,-78.49047",19,1
P507,"-0.23486,-78.49047",20,1
P507,"-0.23486,-78.49047",21,1
P507,"-0.23486,-78.49047",22,2
P508,"-0.2342843,-78.4915524",0,1
P508,"-0.2342843,-78.4915524",1,3
P508,"-0.2342843,-78.4915524",2,2
P508,"-0.2342843,-78.4915524",3,1
P508,"-0.2342843,-78.4915524",4,1
P508,"-0.2342843,-78.4915524",6,1
P508,"-0.2342843,-78.4915524",7,3
P508,"-0.2342843,-78.4915524",8,1
P508,"-0.2342843,-78.4915524",10,2
P508,"-0.2342843,-78.4915524",11,3
P508,"-0.2342843,-78.4915524",12,1
P508,"-0.2342843,-78.4915524",13,2
P508,"-0.2342843,-78.4915524",16,1
P508,"-0.2342843,-78.4915524",17,2
P508,"-0.2342843,-78.4915524",18,1
P508,"-0.2342843,-78.4915524",19,1
P508,"-0.2342843,-78.4915524",20,1
P508,"-0.2342843,-78.4915524",21,1
P508,"-0.2342843,-78.4915524",22,1
P509,"-0.2336452,-78.492833",0,1
P509,"-0.2336452,-78.492833",1,2
P509,"-0.2336452,-78.492833",2,2
P509,"-0.2336452,-78.492833",6,2
P509,"-0.2336452,-78.492833",7,4
P509,"-0.2336452,-78.492833",8,3
P509,"-0.2336452,-78.492833",9,1
P509,"-0.2336452,-78.492833",10,2
P509,"-0.2336452,-78.492833",11,1
P509,"-0.2336452,-78.492833",12,1
P509,"-0.2336452,-78.492833",13,1
P509,"-0.2336452,-78.492833",14,3
P509,"-0.2336452,-78.492833",15,4
P509,"-0.2336452,-78.492833",16,1
P509,"-0.2336452,-78.492833",17,2
P509,"-0.2336452,-78.492833",18,2
P509,"-0.2336452,-78.492833",22,3
P510,"-0.23264,-78.49314",0,3
P510,"-0.23264,-78.49314",1,2
P510,"-0.23264,-78.49314",2,3
P510,"-0.23264,-78.49314",5,1
P510,"-0.23264,-78.49314",6,2
P510,"-0.23264,-78.49314",7,3
P510,"-0.23264,-78.49314",8,2
P510,"-0.23264,-78.49314",9,2
P510,"-0.23264,-78.49314",10,1
P510,"-0.23264,-78.49314",12,1
P510,"-0.23264,-78.49314",13,1
P510,"-0.23264,-78.49314",14,3
P510,"-0.23264,-78.49314",15,6
P510,"-0.23264,-78.49314",16,1
P510,"-0.23264,-78.49314",17,2
P510,"-0.23264,-78.49314",18,1
P510,"-0.23264,-78.49314",22,3
P510,"-0.23264,-78.49314",23,2
P511,"-0.231513,-78.4915845",0,2
P511,"-0.231513,-78.4915845",1,2
P511,"-0.231513,-78.4915845",2,1
P511,"-0.231513,-78.4915845",5,3
P511,"-0.231513,-78.4915845",6,1
P511,"-0.231513,-78.4915845",7,1
P511,"-0.231513,-78.4915845",8,1
P511,"-0.231513,-78.4915845",9,3
P511,"-0.231513,-78.4915845",10,2
P511,"-0.231513,-78.4915845",11,1
P511,"-0.231513,-78.4915845",12,2
P511,"-0.231513,-78.4915845",13,1
P511,"-0.231513,-78.4915845",15,2
P511,"-0.231513,-78.4915845",16,1
P511,"-0.231513,-78.4915845",17,1
P511,"-0.231513,-78.4915845",19,2
P511,"-0.231513,-78.4915845",20,2
P511,"-0.231513,-78.4915845",21,1
P511,"-0.231513,-78.4915845",23,2
P512,"-0.2319,-78.49016",0,1
P512,"-0.2319,-78.49016",1,4
P512,"-0.2319,-78.49016",2,1
P512,"-0.2319,-78.49016",4,1
P512,"-0.2319,-78.49016",5,2
P512,"-0.2319,-78.49016",6,1
P512,"-0.2319,-78.49016",7,2
P512,"-0.2319,-78.49016",8,1
P512,"-0.2319,-78.49016",9,2
P512,"-0.2319,-78.49016",10,3
P512,"-0.2319,-78.49016",11,3
P512,"-0.2319,-78.49016",12,3
P512,"-0.2319,-78.49016",13,2
P512,"-0.2319,-78.49016",16,2
P512,"-0.2319,-78.49016",17,3
P512,"-0.2319,-78.49016",19,2
P512,"-0.2319,-78.49016",20,3
P512,"-0.2319,-78.49016",21,2
P512,"-0.2319,-78.49016",22,1
P513,"-0.2330096,-78.4889186",5,1
P513,"-0.2330096,-78.4889186",7,2
P513,"-0.2330096,-78.4889186",8,1
P513,"-0.2330096,-78.4889186",9,1
P513,"-0.2330096,-78.4889186",10,1
P513,"-0.2330096,-78.4889186",13,1
P513,"-0.2330096,-78.4889186",15,1
P513,"-0.2330096,-78.4889186",21,1
P513,"-0.2330096,-78.4889186",22,1
P514,"-0.23427,-78.48837",6,1
P514,"-0.23427,-78.48837",7,1
P514,"-0.23427,-78.48837",8,1
